slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
chain-love-dedicated-recent-state-mainnet,,!offer:chain-love-dedicated,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,,,,,mainnet,$1K,,,,"[""All methods""]",,,,,,,,,,,,,,
chain-love-fevm-archive-mainnet-pay-as-you-go,,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,,,,,mainnet,$300,$1.5/1M CUs,,,"[""All read methods + MPoolPush""]",,,,,,,,,,,,,,
chain-love-full-archive-mainnet-pay-as-you-go,,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,,,,,mainnet,$500,$3/1M CUs,,,"[""All read methods + MPoolPush""]",,,,,,,,,,,,,,
chain-love-mainnet-free,,!offer:chain-love-free,"[""[Send requests](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
chain-love-mainnet-free-indexer,,!offer:chain-love-free-indexer,"[""[Buy](/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
chain-love-mainnet-pay-as-you-go,,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,,,,,mainnet,$0,$1/1M CUs,,,"[""All read methods + MPoolPush""]",,,,,,,,,,,,,,
chainup-cloud-calibnet-free,,!offer:chainup-cloud-free,,,,,,,calibnet,,,,,,,,,,,,,,,,,,,
chainup-cloud-mainnet-free,,!offer:chainup-cloud-free,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-free-full-archive,,!offer:crypto-apis-free-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-free-recent-state,,!offer:crypto-apis-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-pro-full-archive,,!offer:crypto-apis-pro-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-pro-recent-state,,!offer:crypto-apis-pro-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-scale-full-archive,,!offer:crypto-apis-scale-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-scale-recent-state,,!offer:crypto-apis-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-starter-full-archive,,!offer:crypto-apis-starter-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-starter-recent-state,,!offer:crypto-apis-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
drpc-calibnet-free-full-archive,,!offer:drpc-free-full-archive,,,,,,,calibnet,,,,,,,,,,,,,,,,,,,
drpc-calibnet-pay-as-you-go-full-archive,,!offer:drpc-pay-as-you-go-full-archive,,,,,,,calibnet,,,,,"[""All read methods + MPoolPush""]",,,,,,,,,,,,,,
drpc-mainnet-free-full-archive,,!offer:drpc-free-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
drpc-mainnet-pay-as-you-go-recent-state,,!offer:drpc-pay-as-you-go-recent-state,,,,,,,mainnet,,,,,"[""All read methods + MPoolPush""]",,,,,,,,,,,,,,
drpc-mainnet-public-full-archive,,!offer:drpc-public-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
dwellir-mainnet-dedicated-full-archive,,!offer:dwellir-dedicated-full-archive,"[""[Website](https://www.dwellir.com/networks/filecoin)""]",,,,,,mainnet,$1710/mo,,,,,,,,,,,,,,,,,,
dwellir-mainnet-dedicated-recent-state,,!offer:dwellir-dedicated-recent-state,"[""[Website](https://www.dwellir.com/networks/filecoin)""]",,,,,,mainnet,$1710/mo,,,,,,,,,,,,,,,,,,
getblock-mainnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-free-recent-state,,!offer:getblock-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-pro-recent-state,,!offer:getblock-pro-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-starter-recent-state,,!offer:getblock-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
goldsky-calibnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/filecoin)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,,,,,calibnet,,,,,,,,,,,,,,,,,,,
goldsky-calibnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,,,,,calibnet,,,,,,,,,,,,,,,,,,,
goldsky-mainnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/filecoin)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
goldsky-mainnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-free-indexer,,!offer:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/filecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-pay-as-you-go-indexer,,!offer:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/filecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
lavanetwork-public-mainnet,,!offer:lavanetwork-public-recent-state,"[""[Send requests](https://filecoin.lava.build/)"",""[Docs](https://docs.lavanet.xyz/public-rpc-endpoints/#filecoin)""]",,,,,,mainnet,,,,,"[""All read methods + MPoolPush""]",,,,,,,,,,,,,,
nodit-mainnet-dedicated-full-archive,,!offer:nodit-dedicated-full-archive,"[""[Docs](https://developer.nodit.io/en/guides/dedicated-node/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nodit-mainnet-dedicated-recent-state,,!offer:nodit-dedicated-recent-state,"[""[Docs](https://developer.nodit.io/en/guides/dedicated-node/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/filecoin-fil)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-business-recent-state,,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-recent-state,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-recent-state,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-recent-state,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-calibnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,calibnet,,,,,,,,,,,,,,,,,,,
thirdweb-calibnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,calibnet,,,,,,,,,,,,,,,,,,,
thirdweb-calibnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,calibnet,,,,,,,,,,,,,,,,,,,
thirdweb-calibnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,calibnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
